Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party","Bond
Number",Denominations
5262,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,7952,"1,00,00,000"
5263,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,7965,"1,00,00,000"
5264,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,7961,"1,00,00,000"
5265,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,7959,"1,00,00,000"
5266,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,7957,"1,00,00,000"
5267,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,7963,"1,00,00,000"
5268,13/Jan/2021,AAM AADMI PARTY,*******5086,8116,"1,00,00,000"
5269,13/Jan/2021,AAM AADMI PARTY,*******5086,13526,"10,00,000"
5270,13/Jan/2021,AAM AADMI PARTY,*******5086,13528,"10,00,000"
5271,13/Jan/2021,AAM AADMI PARTY,*******5086,3231,"1,00,000"
5272,13/Jan/2021,AAM AADMI PARTY,*******5086,3233,"1,00,000"
5273,13/Jan/2021,AAM AADMI PARTY,*******5086,3239,"1,00,000"
5274,13/Jan/2021,AAM AADMI PARTY,*******5086,3237,"1,00,000"
5275,13/Jan/2021,AAM AADMI PARTY,*******5086,3235,"1,00,000"
5276,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13467,"10,00,000"
5277,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13469,"10,00,000"
5278,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13447,"10,00,000"
5279,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13449,"10,00,000"
5280,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13471,"10,00,000"
5281,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13473,"10,00,000"
5282,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13477,"10,00,000"
5283,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13448,"10,00,000"
5284,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13475,"10,00,000"
5285,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13450,"10,00,000"
5286,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,3936,"1,00,00,000"
5287,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,3928,"1,00,00,000"
5288,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,3933,"1,00,00,000"
5289,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,3939,"1,00,00,000"
5290,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,7971,"1,00,00,000"
5291,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1676,"10,00,000"
5292,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1678,"10,00,000"
5293,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1688,"10,00,000"
5294,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1680,"10,00,000"
5295,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1684,"10,00,000"
5296,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1672,"10,00,000"
5297,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1674,"10,00,000"
5298,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1690,"10,00,000"
5299,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1682,"10,00,000"
5300,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1686,"10,00,000"
5301,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13774,"10,00,000"
5302,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13776,"10,00,000"
5303,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13782,"10,00,000"
5304,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13784,"10,00,000"
5305,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13778,"10,00,000"
5306,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13770,"10,00,000"
5307,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13786,"10,00,000"
5308,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13772,"10,00,000"
5309,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13780,"10,00,000"
5310,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13788,"10,00,000"
5311,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,16643,"1,00,000"
5312,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,16645,"1,00,000"
5313,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,16651,"1,00,000"
5314,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,16647,"1,00,000"
5315,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,16653,"1,00,000"
5316,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,16649,"1,00,000"
5317,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,16641,"1,00,000"
5318,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,67009,"10,000"
5319,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,67013,"10,000"
5320,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,67007,"10,000"
5321,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,67011,"10,000"
5322,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,67015,"10,000"
5323,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,7969,"1,00,00,000"
5324,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,7967,"1,00,00,000"
5325,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13465,"10,00,000"
5326,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13445,"10,00,000"
5327,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13439,"10,00,000"
5328,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13441,"10,00,000"
5329,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13437,"10,00,000"
5330,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13443,"10,00,000"
5331,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13493,"10,00,000"
5332,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13491,"10,00,000"
5333,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13487,"10,00,000"
5334,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13481,"10,00,000"
5335,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13485,"10,00,000"
5336,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13483,"10,00,000"
5337,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13489,"10,00,000"
5338,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13500,"10,00,000"
5339,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13498,"10,00,000"
5340,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13753,"10,00,000"
5341,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13494,"10,00,000"
5342,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13492,"10,00,000"
5343,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13496,"10,00,000"
5344,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13751,"10,00,000"
5345,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13499,"10,00,000"
5346,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13497,"10,00,000"
5347,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13752,"10,00,000"
5348,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13754,"10,00,000"
5349,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13755,"10,00,000"
5350,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13757,"10,00,000"
5351,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13759,"10,00,000"
5352,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13762,"10,00,000"
5353,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13764,"10,00,000"
5354,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13756,"10,00,000"
5355,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13760,"10,00,000"
5356,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13758,"10,00,000"
5357,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13768,"10,00,000"
5358,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13479,"10,00,000"
5359,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13484,"10,00,000"
5360,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13486,"10,00,000"
5361,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13482,"10,00,000"
5362,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13763,"10,00,000"
5363,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13765,"10,00,000"
5364,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13767,"10,00,000"
5365,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13769,"10,00,000"
5366,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,13761,"10,00,000"
5367,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1299,"1,00,000"
5368,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1290,"1,00,000"
5369,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1300,"1,00,000"
5370,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1292,"1,00,000"
5371,18/Jan/2021,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1317,"1,00,000"
5372,19/Jan/2021,BHARATIYA JANATA PARTY,*******8244,7973,"1,00,00,000"
5373,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,13490,"10,00,000"
5374,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,13495,"10,00,000"
5375,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,13766,"10,00,000"
5376,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,13488,"10,00,000"
5377,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,1296,"1,00,000"
5378,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,1298,"1,00,000"
5379,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,1294,"1,00,000"
5380,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,1321,"1,00,000"
5381,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,1325,"1,00,000"
5382,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,1323,"1,00,000"
5383,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,1319,"1,00,000"
5384,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,16657,"1,00,000"
5385,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,16655,"1,00,000"
5386,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,67019,"10,000"
5387,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,67021,"10,000"
5388,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,67003,"10,000"
5389,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,67005,"10,000"
5390,20/Jan/2021,BHARATIYA JANATA PARTY,*******8244,67017,"10,000"
5391,07/Apr/2021,BIJU JANATA DAL,*******4340,8037,"1,00,00,000"
5392,07/Apr/2021,BIJU JANATA DAL,*******4340,8054,"1,00,00,000"
5393,07/Apr/2021,BIJU JANATA DAL,*******4340,8058,"1,00,00,000"
5394,07/Apr/2021,BIJU JANATA DAL,*******4340,8068,"1,00,00,000"
5395,07/Apr/2021,BIJU JANATA DAL,*******4340,8025,"1,00,00,000"
5396,07/Apr/2021,BIJU JANATA DAL,*******4340,8441,"1,00,00,000"
5397,07/Apr/2021,BIJU JANATA DAL,*******4340,8414,"1,00,00,000"
5398,07/Apr/2021,BIJU JANATA DAL,*******4340,8072,"1,00,00,000"
5399,07/Apr/2021,BIJU JANATA DAL,*******4340,8009,"1,00,00,000"
5400,07/Apr/2021,BIJU JANATA DAL,*******4340,8049,"1,00,00,000"
5401,07/Apr/2021,BIJU JANATA DAL,*******4340,8041,"1,00,00,000"
5402,07/Apr/2021,BIJU JANATA DAL,*******4340,8425,"1,00,00,000"
5403,07/Apr/2021,BIJU JANATA DAL,*******4340,8056,"1,00,00,000"
5404,07/Apr/2021,BIJU JANATA DAL,*******4340,8439,"1,00,00,000"
5405,07/Apr/2021,BIJU JANATA DAL,*******4340,8045,"1,00,00,000"
5406,07/Apr/2021,BIJU JANATA DAL,*******4340,8023,"1,00,00,000"
5407,07/Apr/2021,BIJU JANATA DAL,*******4340,8437,"1,00,00,000"
5408,07/Apr/2021,BIJU JANATA DAL,*******4340,8002,"1,00,00,000"
5409,07/Apr/2021,BIJU JANATA DAL,*******4340,8039,"1,00,00,000"
5410,07/Apr/2021,BIJU JANATA DAL,*******4340,8051,"1,00,00,000"
5411,07/Apr/2021,BIJU JANATA DAL,*******4340,7975,"1,00,00,000"
5412,07/Apr/2021,BIJU JANATA DAL,*******4340,8021,"1,00,00,000"
5413,07/Apr/2021,BIJU JANATA DAL,*******4340,8419,"1,00,00,000"
5414,07/Apr/2021,BIJU JANATA DAL,*******4340,8404,"1,00,00,000"
5415,07/Apr/2021,BIJU JANATA DAL,*******4340,8015,"1,00,00,000"
5416,07/Apr/2021,BIJU JANATA DAL,*******4340,8427,"1,00,00,000"
5417,07/Apr/2021,BIJU JANATA DAL,*******4340,8060,"1,00,00,000"
5418,07/Apr/2021,BIJU JANATA DAL,*******4340,8443,"1,00,00,000"
5419,07/Apr/2021,BIJU JANATA DAL,*******4340,8412,"1,00,00,000"
5420,07/Apr/2021,BIJU JANATA DAL,*******4340,8062,"1,00,00,000"
5421,07/Apr/2021,BIJU JANATA DAL,*******4340,8017,"1,00,00,000"
5422,07/Apr/2021,BIJU JANATA DAL,*******4340,8429,"1,00,00,000"
5423,07/Apr/2021,BIJU JANATA DAL,*******4340,8435,"1,00,00,000"
5424,07/Apr/2021,BIJU JANATA DAL,*******4340,8011,"1,00,00,000"
5425,07/Apr/2021,BIJU JANATA DAL,*******4340,8431,"1,00,00,000"
5426,07/Apr/2021,BIJU JANATA DAL,*******4340,8406,"1,00,00,000"
5427,07/Apr/2021,BIJU JANATA DAL,*******4340,8043,"1,00,00,000"
5428,07/Apr/2021,BIJU JANATA DAL,*******4340,8033,"1,00,00,000"
5429,07/Apr/2021,BIJU JANATA DAL,*******4340,8013,"1,00,00,000"
5430,07/Apr/2021,BIJU JANATA DAL,*******4340,8070,"1,00,00,000"
5431,07/Apr/2021,BIJU JANATA DAL,*******4340,8417,"1,00,00,000"
5432,07/Apr/2021,BIJU JANATA DAL,*******4340,8035,"1,00,00,000"
5433,07/Apr/2021,BIJU JANATA DAL,*******4340,8074,"1,00,00,000"
5434,07/Apr/2021,BIJU JANATA DAL,*******4340,8416,"1,00,00,000"
5435,07/Apr/2021,BIJU JANATA DAL,*******4340,8423,"1,00,00,000"
5436,07/Apr/2021,BIJU JANATA DAL,*******4340,8064,"1,00,00,000"
5437,07/Apr/2021,BIJU JANATA DAL,*******4340,8066,"1,00,00,000"
5438,07/Apr/2021,BIJU JANATA DAL,*******4340,8047,"1,00,00,000"
5439,07/Apr/2021,BIJU JANATA DAL,*******4340,8402,"1,00,00,000"
5440,07/Apr/2021,BIJU JANATA DAL,*******4340,8410,"1,00,00,000"
5441,07/Apr/2021,BIJU JANATA DAL,*******4340,8019,"1,00,00,000"
5442,07/Apr/2021,BIJU JANATA DAL,*******4340,8421,"1,00,00,000"
5443,07/Apr/2021,BIJU JANATA DAL,*******4340,8408,"1,00,00,000"
5444,07/Apr/2021,BIJU JANATA DAL,*******4340,8433,"1,00,00,000"
5445,07/Apr/2021,BIJU JANATA DAL,*******4340,13790,"10,00,000"
5446,07/Apr/2021,BIJU JANATA DAL,*******4340,13796,"10,00,000"
5447,07/Apr/2021,BIJU JANATA DAL,*******4340,13792,"10,00,000"
5448,07/Apr/2021,BIJU JANATA DAL,*******4340,13794,"10,00,000"
5449,07/Apr/2021,BIJU JANATA DAL,*******4340,13798,"10,00,000"
5450,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,5749,"1,00,00,000"
5451,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8453,"1,00,00,000"
5452,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8451,"1,00,00,000"
5453,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,5744,"1,00,00,000"
5454,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,5747,"1,00,00,000"
5455,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,5741,"1,00,00,000"
5456,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8460,"1,00,00,000"
5457,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8458,"1,00,00,000"
5458,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8455,"1,00,00,000"
5459,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8466,"1,00,00,000"
5460,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8469,"1,00,00,000"
5461,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8462,"1,00,00,000"
5462,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8473,"1,00,00,000"
5463,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8559,"1,00,00,000"
5464,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8552,"1,00,00,000"
5465,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8567,"1,00,00,000"
5466,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8558,"1,00,00,000"
5467,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8568,"1,00,00,000"
5468,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8550,"1,00,00,000"
5469,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8539,"1,00,00,000"
5470,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8546,"1,00,00,000"
5471,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8571,"1,00,00,000"
5472,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8532,"1,00,00,000"
5473,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8548,"1,00,00,000"
5474,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8526,"1,00,00,000"
5475,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8533,"1,00,00,000"
5476,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8554,"1,00,00,000"
5477,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8574,"1,00,00,000"
5478,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8538,"1,00,00,000"
5479,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8541,"1,00,00,000"
5480,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8565,"1,00,00,000"
5481,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8570,"1,00,00,000"
5482,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8573,"1,00,00,000"
5483,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8563,"1,00,00,000"
5484,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8529,"1,00,00,000"
5485,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8561,"1,00,00,000"
5486,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8540,"1,00,00,000"
5487,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8566,"1,00,00,000"
5488,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8557,"1,00,00,000"
5489,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8564,"1,00,00,000"
5490,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8535,"1,00,00,000"
5491,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8553,"1,00,00,000"
5492,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8560,"1,00,00,000"
5493,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8543,"1,00,00,000"
5494,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8537,"1,00,00,000"
5495,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8531,"1,00,00,000"
5496,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8562,"1,00,00,000"
5497,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8544,"1,00,00,000"
5498,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8551,"1,00,00,000"
5499,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8527,"1,00,00,000"
5500,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8536,"1,00,00,000"
5501,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8542,"1,00,00,000"
5502,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8556,"1,00,00,000"
5503,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8534,"1,00,00,000"
5504,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8549,"1,00,00,000"
5505,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8572,"1,00,00,000"
5506,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8530,"1,00,00,000"
5507,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8547,"1,00,00,000"
5508,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8555,"1,00,00,000"
5509,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8528,"1,00,00,000"
5510,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8545,"1,00,00,000"
5511,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,8569,"1,00,00,000"
5512,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,6990,"1,00,00,000"
5513,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,6779,"1,00,00,000"
5514,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,6849,"1,00,00,000"
5515,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,6791,"1,00,00,000"
5516,07/Apr/2021,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,6992,"1,00,00,000"
