Sr No.,Reference No (URN),"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations
4603,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8602,"1,00,00,000"
4604,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8622,"1,00,00,000"
4605,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8506,"1,00,00,000"
4606,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8508,"1,00,00,000"
4607,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8499,"1,00,00,000"
4608,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8475,"1,00,00,000"
4609,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8611,"1,00,00,000"
4610,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8601,"1,00,00,000"
4611,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8604,"1,00,00,000"
4612,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8503,"1,00,00,000"
4613,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8612,"1,00,00,000"
4614,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8621,"1,00,00,000"
4615,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8619,"1,00,00,000"
4616,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8618,"1,00,00,000"
4617,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8603,"1,00,00,000"
4618,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8623,"1,00,00,000"
4619,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8504,"1,00,00,000"
4620,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8498,"1,00,00,000"
4621,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8614,"1,00,00,000"
4622,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8620,"1,00,00,000"
4623,00800202104090000001789,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8471,"1,00,00,000"
4624,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8482,"1,00,00,000"
4625,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8483,"1,00,00,000"
4626,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8486,"1,00,00,000"
4627,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8488,"1,00,00,000"
4628,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8490,"1,00,00,000"
4629,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8495,"1,00,00,000"
4630,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8492,"1,00,00,000"
4631,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8493,"1,00,00,000"
4632,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8491,"1,00,00,000"
4633,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8477,"1,00,00,000"
4634,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8479,"1,00,00,000"
4635,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8476,"1,00,00,000"
4636,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8485,"1,00,00,000"
4637,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8478,"1,00,00,000"
4638,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8481,"1,00,00,000"
4639,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8489,"1,00,00,000"
4640,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8494,"1,00,00,000"
4641,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8480,"1,00,00,000"
4642,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8487,"1,00,00,000"
4643,00800202104090000001790,09/Apr/2021,FUTURE GAMING AND HOTEL SERVICES PR,8484,"1,00,00,000"
4644,00001202104090000001783,09/Apr/2021,GOLDSTONE CEMENTS LTD,8224,"1,00,00,000"
4645,00001202104090000001783,09/Apr/2021,GOLDSTONE CEMENTS LTD,8222,"1,00,00,000"
4646,00691202104090000001813,09/Apr/2021,GOODLUCK INDIA LTD,9258,"1,00,00,000"
4647,00691202104090000001813,09/Apr/2021,GOODLUCK INDIA LTD,9256,"1,00,00,000"
4648,00509202104090000001782,09/Apr/2021,HARDESH ORES PVT LTD,3979,"1,00,00,000"
4649,00509202104090000001782,09/Apr/2021,HARDESH ORES PVT LTD,3982,"1,00,00,000"
4650,00001202104090000001791,09/Apr/2021,INDIAN VALVE CALCUTTA PVT LTD,13980,"10,00,000"
4651,00001202104090000001791,09/Apr/2021,INDIAN VALVE CALCUTTA PVT LTD,13978,"10,00,000"
4652,00691202104090000001787,09/Apr/2021,JK LAKSHMI CEMENT LIMITED,9246,"1,00,00,000"
4653,00691202104090000001787,09/Apr/2021,JK LAKSHMI CEMENT LIMITED,9250,"1,00,00,000"
4654,00691202104090000001787,09/Apr/2021,JK LAKSHMI CEMENT LIMITED,9254,"1,00,00,000"
4655,00691202104090000001787,09/Apr/2021,JK LAKSHMI CEMENT LIMITED,9244,"1,00,00,000"
4656,00691202104090000001787,09/Apr/2021,JK LAKSHMI CEMENT LIMITED,9252,"1,00,00,000"
4657,00691202104090000001787,09/Apr/2021,JK LAKSHMI CEMENT LIMITED,9248,"1,00,00,000"
4658,00001202104090000001808,09/Apr/2021,K B DEALERS PRIVATE LIMITED,13991,"10,00,000"
4659,00001202104090000001808,09/Apr/2021,K B DEALERS PRIVATE LIMITED,13993,"10,00,000"
4660,00001202104090000001798,09/Apr/2021,K M A COMMODITIES LLP,13985,"10,00,000"
4661,00001202104090000001798,09/Apr/2021,K M A COMMODITIES LLP,13989,"10,00,000"
4662,00001202104090000001798,09/Apr/2021,K M A COMMODITIES LLP,13983,"10,00,000"
4663,00001202104090000001798,09/Apr/2021,K M A COMMODITIES LLP,13987,"10,00,000"
4664,00001202104090000001803,09/Apr/2021,K M DEALERS LLP,13986,"10,00,000"
4665,00001202104090000001803,09/Apr/2021,K M DEALERS LLP,13988,"10,00,000"
4666,00001202104090000001818,09/Apr/2021,KB DEALERS LLP,13904,"10,00,000"
4667,00001202104090000001818,09/Apr/2021,KB DEALERS LLP,13908,"10,00,000"
4668,00001202104090000001821,09/Apr/2021,KISHAN MIRANIA AGARWAL,13918,"10,00,000"
4669,00001202104090000001821,09/Apr/2021,KISHAN MIRANIA AGARWAL,13914,"10,00,000"
4670,00001202104090000001821,09/Apr/2021,KISHAN MIRANIA AGARWAL,13916,"10,00,000"
4671,00001202104090000001815,09/Apr/2021,KM DEALERS LLP,13906,"10,00,000"
4672,00001202104090000001815,09/Apr/2021,KM DEALERS LLP,13902,"10,00,000"
4673,00001202104090000001811,09/Apr/2021,LEVOC FINANCE PVT LTD,13996,"10,00,000"
4674,00001202104090000001811,09/Apr/2021,LEVOC FINANCE PVT LTD,13998,"10,00,000"
4675,00001202104090000001811,09/Apr/2021,LEVOC FINANCE PVT LTD,13994,"10,00,000"
4676,00001202104090000001811,09/Apr/2021,LEVOC FINANCE PVT LTD,14000,"10,00,000"
4677,00691202104090000001800,09/Apr/2021,MR SAURABH BAKLIWAL,13554,"10,00,000"
4678,00691202104090000001800,09/Apr/2021,MR SAURABH BAKLIWAL,13558,"10,00,000"
4679,00691202104090000001800,09/Apr/2021,MR SAURABH BAKLIWAL,13552,"10,00,000"
4680,00691202104090000001800,09/Apr/2021,MR SAURABH BAKLIWAL,13556,"10,00,000"
4681,00078202104090000001801,09/Apr/2021,NORTH EAST INFRA NET WORK,8925,"10,00,000"
4682,00078202104090000001801,09/Apr/2021,NORTH EAST INFRA NET WORK,8921,"10,00,000"
4683,00078202104090000001801,09/Apr/2021,NORTH EAST INFRA NET WORK,8923,"10,00,000"
4684,00078202104090000001801,09/Apr/2021,NORTH EAST INFRA NET WORK,8927,"10,00,000"
4685,00078202104090000001806,09/Apr/2021,NORTH EAST INFRA NET WORK,8931,"10,00,000"
4686,00078202104090000001806,09/Apr/2021,NORTH EAST INFRA NET WORK,8933,"10,00,000"
4687,00078202104090000001806,09/Apr/2021,NORTH EAST INFRA NET WORK,8929,"10,00,000"
4688,00078202104090000001806,09/Apr/2021,NORTH EAST INFRA NET WORK,8935,"10,00,000"
4689,00078202104090000001809,09/Apr/2021,NORTH EAST INFRA NET WORK,8932,"10,00,000"
4690,00078202104090000001809,09/Apr/2021,NORTH EAST INFRA NET WORK,8930,"10,00,000"
4691,00078202104090000001809,09/Apr/2021,NORTH EAST INFRA NET WORK,8939,"10,00,000"
4692,00078202104090000001809,09/Apr/2021,NORTH EAST INFRA NET WORK,8937,"10,00,000"
4693,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,8934,"10,00,000"
4694,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,8940,"10,00,000"
4695,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,8938,"10,00,000"
4696,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,8936,"10,00,000"
4697,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,10012,"1,00,000"
4698,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,10003,"1,00,000"
4699,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,10001,"1,00,000"
4700,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,10006,"1,00,000"
4701,00078202104090000001812,09/Apr/2021,NORTH EAST INFRA NET WORK,10009,"1,00,000"
4702,00691202104090000001793,09/Apr/2021,RAMAN SHARMA,13547,"10,00,000"
4703,00691202104090000001793,09/Apr/2021,RAMAN SHARMA,13549,"10,00,000"
4704,00300202104090000001792,09/Apr/2021,RAY CONSTRUCTIONS LTD,10013,"1,000"
4705,00001202104090000001799,09/Apr/2021,RONAK AJMERA,1367,"1,00,000"
4706,00001202104090000001799,09/Apr/2021,RONAK AJMERA,1371,"1,00,000"
4707,00001202104090000001799,09/Apr/2021,RONAK AJMERA,1369,"1,00,000"
4708,00001202104090000001799,09/Apr/2021,RONAK AJMERA,1373,"1,00,000"
4709,00001202104090000001799,09/Apr/2021,RONAK AJMERA,1375,"1,00,000"
4710,00001202104090000001820,09/Apr/2021,SARITA MIRANIA AGARWAL,13913,"10,00,000"
4711,00001202104090000001820,09/Apr/2021,SARITA MIRANIA AGARWAL,13911,"10,00,000"
4712,00001202104090000001819,09/Apr/2021,SEEMA MIRANIA AGARWAL,13912,"10,00,000"
4713,00001202104090000001819,09/Apr/2021,SEEMA MIRANIA AGARWAL,13910,"10,00,000"
4714,00691202104090000001784,09/Apr/2021,SHRI JAGANNATH STEELS & POWER LTD,9243,"1,00,00,000"
4715,00691202104090000001784,09/Apr/2021,SHRI JAGANNATH STEELS & POWER LTD,9247,"1,00,00,000"
4716,00691202104090000001784,09/Apr/2021,SHRI JAGANNATH STEELS & POWER LTD,9249,"1,00,00,000"
4717,00691202104090000001784,09/Apr/2021,SHRI JAGANNATH STEELS & POWER LTD,9245,"1,00,00,000"
4718,00691202104090000001784,09/Apr/2021,SHRI JAGANNATH STEELS & POWER LTD,9253,"1,00,00,000"
4719,00691202104090000001784,09/Apr/2021,SHRI JAGANNATH STEELS & POWER LTD,9255,"1,00,00,000"
4720,00691202104090000001784,09/Apr/2021,SHRI JAGANNATH STEELS & POWER LTD,9251,"1,00,00,000"
4721,00691202104090000001814,09/Apr/2021,SPICEJET LIMITED,13560,"10,00,000"
4722,00691202104090000001814,09/Apr/2021,SPICEJET LIMITED,3252,"1,00,000"
4723,00691202104090000001814,09/Apr/2021,SPICEJET LIMITED,3250,"1,00,000"
4724,00691202104090000001814,09/Apr/2021,SPICEJET LIMITED,3256,"1,00,000"
4725,00691202104090000001814,09/Apr/2021,SPICEJET LIMITED,3248,"1,00,000"
4726,00691202104090000001814,09/Apr/2021,SPICEJET LIMITED,3254,"1,00,000"
4727,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8911,"10,00,000"
4728,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8905,"10,00,000"
4729,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8903,"10,00,000"
4730,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8901,"10,00,000"
4731,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8913,"10,00,000"
4732,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8907,"10,00,000"
4733,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8917,"10,00,000"
4734,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8909,"10,00,000"
4735,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8915,"10,00,000"
4736,00078202104090000001779,09/Apr/2021,SURENDRA STEELS PRIVATE LIMITED,8919,"10,00,000"
4737,00800202104090000001781,09/Apr/2021,THRIVENI EARTH MOVERS PVT LTD,8468,"1,00,00,000"
4738,00800202104090000001781,09/Apr/2021,THRIVENI EARTH MOVERS PVT LTD,8575,"1,00,00,000"
4739,00800202104090000001781,09/Apr/2021,THRIVENI EARTH MOVERS PVT LTD,8464,"1,00,00,000"
4740,00691202107020000001827,02/Jul/2021,BHUDUTT JANGID,3253,"1,00,000"
4741,00691202107020000001827,02/Jul/2021,BHUDUTT JANGID,3251,"1,00,000"
4742,00691202107020000001827,02/Jul/2021,BHUDUTT JANGID,3257,"1,00,000"
4743,00691202107020000001827,02/Jul/2021,BHUDUTT JANGID,3259,"1,00,000"
4744,00691202107020000001827,02/Jul/2021,BHUDUTT JANGID,3255,"1,00,000"
4745,00001202107020000001823,02/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13919,"10,00,000"
4746,00001202107020000001823,02/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13917,"10,00,000"
4747,00001202107020000001823,02/Jul/2021,SHIV SHANKAR SECURITIES PVT LTD,13915,"10,00,000"
4748,00691202107020000001828,02/Jul/2021,VIKRAM SINGH,3266,"1,00,000"
4749,00691202107020000001828,02/Jul/2021,VIKRAM SINGH,3258,"1,00,000"
4750,00691202107020000001828,02/Jul/2021,VIKRAM SINGH,3262,"1,00,000"
4751,00691202107020000001828,02/Jul/2021,VIKRAM SINGH,3260,"1,00,000"
4752,00691202107020000001828,02/Jul/2021,VIKRAM SINGH,3264,"1,00,000"
4753,00001202107030000001830,03/Jul/2021,MKJ ENTERPRISES LTD,8233,"1,00,00,000"
4754,00001202107030000001830,03/Jul/2021,MKJ ENTERPRISES LTD,8237,"1,00,00,000"
4755,00001202107030000001830,03/Jul/2021,MKJ ENTERPRISES LTD,8235,"1,00,00,000"
4756,00001202107030000001830,03/Jul/2021,MKJ ENTERPRISES LTD,8229,"1,00,00,000"
4757,00001202107030000001830,03/Jul/2021,MKJ ENTERPRISES LTD,8231,"1,00,00,000"
4758,00001202107030000001830,03/Jul/2021,MKJ ENTERPRISES LTD,8227,"1,00,00,000"
4759,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13938,"10,00,000"
4760,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13922,"10,00,000"
4761,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13932,"10,00,000"
4762,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13924,"10,00,000"
4763,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13930,"10,00,000"
4764,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13926,"10,00,000"
4765,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13934,"10,00,000"
4766,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13940,"10,00,000"
4767,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13928,"10,00,000"
4768,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13920,"10,00,000"
4769,00001202107030000001831,03/Jul/2021,TRANSWAYS EXIM PRIVATE LTD,13936,"10,00,000"
4770,00691202107050000001832,05/Jul/2021,BESSEGGEN INFOTECH LLP,9257,"1,00,00,000"
4771,00691202107050000001832,05/Jul/2021,BESSEGGEN INFOTECH LLP,12767,"10,00,000"
4772,00691202107050000001832,05/Jul/2021,BESSEGGEN INFOTECH LLP,12769,"10,00,000"
4773,00691202107050000001832,05/Jul/2021,BESSEGGEN INFOTECH LLP,12773,"10,00,000"
4774,00691202107050000001832,05/Jul/2021,BESSEGGEN INFOTECH LLP,12765,"10,00,000"
4775,00691202107050000001832,05/Jul/2021,BESSEGGEN INFOTECH LLP,12771,"10,00,000"
4776,00001202107050000001836,05/Jul/2021,MKJ ENTERPRISES LTD,8228,"1,00,00,000"
4777,00001202107050000001836,05/Jul/2021,MKJ ENTERPRISES LTD,8230,"1,00,00,000"
4778,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13815,"10,00,000"
4779,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13829,"10,00,000"
4780,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13827,"10,00,000"
4781,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13823,"10,00,000"
4782,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13819,"10,00,000"
4783,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13825,"10,00,000"
4784,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13817,"10,00,000"
4785,00001202107050000001834,05/Jul/2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13821,"10,00,000"
4786,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,13811,"10,00,000"
4787,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,13809,"10,00,000"
4788,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,13803,"10,00,000"
4789,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,13801,"10,00,000"
4790,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,13813,"10,00,000"
4791,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,13807,"10,00,000"
4792,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,13805,"10,00,000"
4793,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,1368,"1,00,000"
4794,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,1376,"1,00,000"
4795,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,1370,"1,00,000"
4796,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,1374,"1,00,000"
4797,00001202107050000001835,05/Jul/2021,PURULIA BOTTLING PVT LTD,1372,"1,00,000"
4798,00691202107060000001841,06/Jul/2021,ABHAY SHUKLA,12768,"10,00,000"
4799,00691202107060000001841,06/Jul/2021,ABHAY SHUKLA,12770,"10,00,000"
4800,00001202107060000001842,06/Jul/2021,ABHINANDANSTOCKBROKINGPVTLTD,8232,"1,00,00,000"
4801,00001202107060000001842,06/Jul/2021,ABHINANDANSTOCKBROKINGPVTLTD,8234,"1,00,00,000"
4802,00001202107060000001851,06/Jul/2021,ABHINANDANSTOCKBROKINGPVTLTD,8236,"1,00,00,000"
4803,00001202107060000001851,06/Jul/2021,ABHINANDANSTOCKBROKINGPVTLTD,8239,"1,00,00,000"
4804,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13946,"10,00,000"
4805,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13808,"10,00,000"
4806,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13944,"10,00,000"
4807,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13804,"10,00,000"
4808,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13950,"10,00,000"
4809,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13806,"10,00,000"
4810,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13942,"10,00,000"
4811,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13802,"10,00,000"
4812,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1387,"1,00,000"
4813,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1383,"1,00,000"
4814,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1379,"1,00,000"
4815,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1385,"1,00,000"
4816,00001202107060000001840,06/Jul/2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1381,"1,00,000"
4817,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8303,"1,00,00,000"
4818,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8286,"1,00,00,000"
4819,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8301,"1,00,00,000"
4820,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8246,"1,00,00,000"
4821,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8292,"1,00,00,000"
4822,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8300,"1,00,00,000"
4823,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8276,"1,00,00,000"
4824,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8248,"1,00,00,000"
4825,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8244,"1,00,00,000"
4826,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8284,"1,00,00,000"
4827,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8250,"1,00,00,000"
4828,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8298,"1,00,00,000"
4829,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8294,"1,00,00,000"
4830,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8282,"1,00,00,000"
4831,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8296,"1,00,00,000"
4832,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8290,"1,00,00,000"
4833,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8280,"1,00,00,000"
4834,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8278,"1,00,00,000"
4835,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8305,"1,00,00,000"
4836,00001202107060000001857,06/Jul/2021,HALDIA ENERGY LIMITED,8288,"1,00,00,000"
4837,00001202107060000001852,06/Jul/2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,8242,"1,00,00,000"
4838,00001202107060000001852,06/Jul/2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13849,"10,00,000"
4839,00001202107060000001852,06/Jul/2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13843,"10,00,000"
4840,00001202107060000001852,06/Jul/2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13847,"10,00,000"
4841,00001202107060000001852,06/Jul/2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13851,"10,00,000"
4842,00001202107060000001852,06/Jul/2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13845,"10,00,000"
4843,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13810,"10,00,000"
4844,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13818,"10,00,000"
4845,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13812,"10,00,000"
4846,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13814,"10,00,000"
4847,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13824,"10,00,000"
4848,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13948,"10,00,000"
4849,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13820,"10,00,000"
4850,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13816,"10,00,000"
4851,00001202107060000001848,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13822,"10,00,000"
4852,00001202107060000001853,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13831,"10,00,000"
4853,00001202107060000001853,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13835,"10,00,000"
4854,00001202107060000001853,06/Jul/2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13833,"10,00,000"
4855,00001202107060000001854,06/Jul/2021,MKJ ENTERPRISES LTD,8241,"1,00,00,000"
4856,00001202107060000001854,06/Jul/2021,MKJ ENTERPRISES LTD,8245,"1,00,00,000"
4857,00001202107060000001854,06/Jul/2021,MKJ ENTERPRISES LTD,8243,"1,00,00,000"
4858,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6868,"1,00,00,000"
4859,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6870,"1,00,00,000"
4860,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6866,"1,00,00,000"
4861,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6852,"1,00,00,000"
4862,00847202107060000001847,06/Jul/2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6854,"1,00,00,000"
